,Ids,Employer,Name,Salary,From,To,Experience,Schedule,Keys,Description
952,84289291,Zecurion,Ведущий разработчик С++ (Linux),False,,,От 3 до 6 лет,Полный день,,с++ linux qa linux архитектура linux c++ stl boost linux c++ posix субд mongodb oracle postgresql mysql teradata администрирование nosql
953,88391776,Тензо,Инженер-программист C++/Qt,True,139200.0,,От 3 до 6 лет,Полный день,"['ооп', 'c#', 'qt', 'sql']",с++ https https com qt c++ qt sql postgresql ооп
954,80575900,Телеком,Программист С++,False,,,От 3 до 6 лет,Полный день,"['linux', 'boost', 'c++']",мошенничество мошенничество процессинг linux администрирование linux nginx boost
956,83296760,Бауманский,"Преподаватель курсов ""Программирование на языке Python""",True,80000.0,,От 3 до 6 лет,Гибкий график,"['python', 'numpy', 'matplotlib', 'delphi', 'ruby', 'субд', 'c++', 'mysql', 'html', 'linux', 'postgresql', 'flask', 'django']",python
957,88895441,АБГ,"C++ Developer (robotics, controllers)",False,,,От 3 до 6 лет,Полный день,"['c++', 'python', 'c/c++']",алгоритм планирование робототехника робототехника c++ java c# python javascript delphi многопоточность wincc step7 codesys unity c gcc stl boost protobuf grpc docker bazel gitlab ci руководитель
958,78361195,Группа,Программист Плис (FPGA),False,,,От 1 года до 3 лет,Полный день,"['c/c++', 'qt', 'linux', 'vhdl', 'xilinx']",fpga xilinx ос linux qt linux плис vhdl
959,87278624,Ozon,"Разработчик Go, Маркетплейс, B2B",False,,,От 3 до 6 лет,Удаленная работа,"['go', 'golang', 'it']",b2b маркетплейс go backend маркетплейс b2b планирование go middle go c++ c# python java postgresql git администрирование linux protobuf grpc kafka
960,87978062,Вектор,UE5 Developer Middle+,True,,120000.0,От 1 года до 3 лет,Удаленная работа,,архитектура ui ai с++
961,87935903,Ventra,Senior Software Developer of Electronic Design Automation tools,False,,,Более 6 лет,Удаленная работа,"['c++', 'linux', 'eda', 'cae', 'cad', 'git', 'python', 'synopsys', 'cadence', 'siemens', 'drc', 'lvs']",agile drc lvs development development research development development drc lvs mathematics c++ linux english eda cad cae boost python synopsys cadence siemens eda git jira
962,82957753,1С,C++ программист ИИ и игровых объектов,False,,,От 3 до 6 лет,Полный день,,ai ai алгоритм статистика с++ stl ооп
963,87432712,1С,Ведущий разработчик С++,False,,,Более 6 лет,Удаленная работа,"['c++', 'linux', 'stl', 'postgresql']",1с с++ 1с c++ 1с 1с с++ ооп алгоритм linux
964,88325886,Гудфокаст,Разработчик C# алгоритмы,False,,,От 1 года до 3 лет,Полный день,"['python', 'sql', 'java', 'c#']",c прогнозирование https c# c# алгоритм алгоритм тестирование алгоритм c# python java c++ алгоритм прогнозирование алгоритм статистика алгоритм git tfs субд прогнозирование руководитель sap r
965,88063299,Флант,Разработчик C++,False,,,От 3 до 6 лет,Удаленная работа,"['git', 'c++', 'unix', 'linux', 'golang', 'prometheus', 'bazel']",prometheus управление ос linux nginx postgresql mysql java php elasticsearch дашборд go с++ go с++ c++ gcc bazel go prometheus ruby sre
966,88172579,МТС,Developer Python / С++ (MTS AI),False,,,От 3 до 6 лет,Удаленная работа,,python с++ алгоритм linux git docker python pytest алгоритм cuda страхование страхование
967,88002325,Аквариус,Senior Android Developer,False,,,От 3 до 6 лет,Полный день,"['android', 'aosp', 'kotlin']",ос aosp ос ос android hal aosp ос автоматизация android java с++ android архитектура aosp kotlin linux kernel arm архитектура linux
968,88274685,ProfiStaff,Реверс-инженер,False,,,От 1 года до 3 лет,Полный день,,java kotlin c c++ c# git android автоматизация
969,88468869,VK,Senior iOS разработчик (Core команда),False,,,Более 6 лет,Полный день,"['ios', 'objective-c', 'swift']",ios android web ios ios ci cd архитектура swift swift c ios sdk многопоточность java c++ ruby storyboard c swift swift mvvm
970,87611278,Мерседес,Программист 1С (Альфа-Авто),False,,,От 3 до 6 лет,Полный день,['альфа-авто'],тестирование 1с 1с 1с 1с 1с 1с 1с 1с скд бсп sql xml web soap rest api c c++ c# vba java php страхование страхование
971,88405645,Сорб,Программист микроконтроллеров (Embedded-программист),False,,,От 3 до 6 лет,Полный день,,алгоритм архитектура гост с++ микроконтроллер arm r stm32 avr документация linux git
972,88172707,Eagle,Программист С++ (скелетная анимация),False,,,От 3 до 6 лет,Удаленная работа,,с++ windows python svn git
973,87594608,INFOWATCH,Разработчик С,False,,,От 3 до 6 лет,Полный день,"['linux', 'c/c++', 'rust']",linux тестирование с++ rust linux vpn dpdk bash awk https rest api websockets linux
